,name,timestamp,price,volume,market_cap_x,date,SMA_50,SMA_100,EMA_50,EMA_100,MACD,MACD_Signal,RSI,SMA_20,EMA_20,OBV,SIGNAL,circulating_supply,max_supply
20,bitcoin,1631318400000,44802.60640249699,38051987740.157684,842222636395.4677,2021-09-11 00:00:00,,,,,,,35.855344762262234,48563.76177814622,48343.65793193813,-3.0,,19464231.0,21000000.0
21,bitcoin,1631404800000,45196.488277558245,34160277726.441067,849828231595.6722,2021-09-12 00:00:00,,,,,,,37.73993274196781,48361.05894853823,48043.92748866385,-2.0,,19464231.0,21000000.0
22,bitcoin,1631491200000,46195.21830082935,27585855039.22065,869122611514.091,2021-09-13 00:00:00,,,,,,,42.36392532860888,48194.89098918436,47867.85994696533,-1.0,,19464231.0,21000000.0
23,bitcoin,1631577600000,45139.83396873267,40683028027.85497,848992511473.5618,2021-09-14 00:00:00,,,,,,,39.06240663560203,48054.85229187294,47608.0479490384,-2.0,,19464231.0,21000000.0
24,bitcoin,1631664000000,47135.43199562694,38645575965.52751,886524004596.6061,2021-09-15 00:00:00,,,,,,,47.40845012046881,47961.488703340525,47563.03690585636,-1.0,,19464231.0,21000000.0
25,bitcoin,1631750400000,48186.53275704722,30037816650.128475,906727769791.0696,2021-09-16 00:00:00,,,,,-628.2742869671492,,51.199630298837896,48009.361808649075,47622.41746311263,0.0,-628.2742869671492,19464231.0,21000000.0
26,bitcoin,1631836800000,47879.47343992101,31578783374.768665,900990520811.9348,2021-09-17 00:00:00,,,,,-527.8930116025876,,50.06423101086611,47949.180315352016,47646.89898471343,-1.0,-572.506911764615,19464231.0,21000000.0
27,bitcoin,1631923200000,47228.65821623257,27731209179.052345,892585184977.8329,2021-09-18 00:00:00,,,,,-495.14772240490856,,47.6521895956527,47863.78636345654,47607.066530572396,0.0,-540.8023259614565,19464231.0,21000000.0
28,bitcoin,1632009600000,48266.62707279063,27630476157.8273,907957032341.1344,2021-09-19 00:00:00,,,,,-381.048937782085,,51.652915545054164,47831.754180542965,47669.88182030747,1.0,-486.68532454568026,19464231.0,21000000.0
29,bitcoin,1632096000000,47371.03933236471,26163167368.59442,891560241243.0585,2021-09-20 00:00:00,,,,,-358.7557617408456,,48.228013488307404,47844.093435926494,47641.420630979585,2.0,-448.62917187884466,19464231.0,21000000.0
30,bitcoin,1632182400000,42932.94659595412,41220025453.5186,805826302811.3501,2021-09-21 00:00:00,,,,,-691.2371012314252,,35.62271254404011,47623.96975076392,47192.994532405726,1.0,-514.3894094733294,19464231.0,21000000.0
31,bitcoin,1632268800000,40386.62363528928,45940419565.082825,760802031650.6051,2021-09-22 00:00:00,,,,,-1146.976311640523,,30.669741812099033,47202.14817204593,46544.76873268035,0.0,-674.480278528939,19464231.0,21000000.0
32,bitcoin,1632355200000,43587.22305058473,36624234960.05299,820460824050.9529,2021-09-23 00:00:00,,,,,-1235.6475195825988,,41.65148113075872,46914.57009198349,46263.097715337906,1.0,-809.3393193064404,19464231.0,21000000.0
33,bitcoin,1632441600000,44980.898214810935,33594750549.99859,846615719473.8734,2021-09-24 00:00:00,,,,,-1179.861444105125,-859.1416070053514,45.68585535108073,46666.888588909635,46140.98347719248,2.0,-894.9317683046764,19464231.0,21000000.0
34,bitcoin,1632528000000,42752.1681545072,42973070342.650276,809772498812.6799,2021-09-25 00:00:00,,,,,-1300.499122611618,-947.4131101266048,40.824595589305765,46303.8454992877,45818.23916074626,1.0,-985.8023988220391,19464231.0,21000000.0
35,bitcoin,1632614400000,42856.855164224515,30898116660.05655,808279417023.3408,2021-09-26 00:00:00,,,,,-1371.8442189841444,-1032.2993318981128,41.14140419650293,45861.87793593303,45536.20258964895,2.0,-1070.2661432552247,19464231.0,21000000.0
36,bitcoin,1632700800000,43336.861233242744,30462815705.283737,825341135635.7169,2021-09-27 00:00:00,,,,,-1373.8167394798584,-1100.602813414462,42.657310684395355,45391.7309892779,45326.74150808645,3.0,-1135.4560809038148,19464231.0,21000000.0
37,bitcoin,1632787200000,42247.355729006355,30483144439.45263,794889951096.439,2021-09-28 00:00:00,,,,,-1446.618250297579,-1169.8059007910854,40.13087346447647,45154.340567180225,45033.46667198359,2.0,-1201.3088066674613,19464231.0,21000000.0
38,bitcoin,1632873600000,41010.37519836549,29691944223.292786,775534111089.4891,2021-09-29 00:00:00,,,,,-1585.8473025244384,-1253.014181137756,37.42100270964902,44900.607896309404,44650.31510306758,3.0,-1281.7545469109682,19464231.0,21000000.0
39,bitcoin,1632960000000,41587.66786232295,30068690311.96594,782626384092.2843,2021-09-30 00:00:00,,,,,-1630.8057229275146,-1328.5724894957077,39.475104091314805,44654.04423009543,44358.63441347286,2.0,-1354.1105838404787,19464231.0,21000000.0
40,bitcoin,1633046400000,43859.32614724109,30859918334.565014,827840965059.6127,2021-10-01 00:00:00,,,,,-1466.2299700540898,-1356.1039856073844,46.866005197834916,44606.88021733264,44311.081245260306,1.0,-1377.1839176941098,19464231.0,21000000.0
41,bitcoin,1633132800000,48181.87627260008,42089383189.81192,906929641888.8245,2021-10-02 00:00:00,,,,,-975.7608662636121,-1280.03536173863,57.50073534456563,44756.14961708473,44679.72839072123,0.0,-1295.049811763697,19464231.0,21000000.0
